56.14,45.45,57.02,52.73,81.54,75.86,22.45,11.54,4.42,3.90,9.65,8.18,1.75,12.73,59.95,65.96,25.44,28.18,79.31,64.52,1.696,1.650,48.25,49.09,52.73,44.44,40.00,24.00,1.800,1.600,3,0
45.95,59.32,48.65,61.02,88.89,86.11,5.26,17.39,3.33,4.79,8.11,6.78,5.41,6.78,75.18,74.59,35.14,33.90,76.92,75.00,1.600,1.400,35.14,37.29,46.15,68.18,9.09,29.41,1.200,1.583,4,0
51.11,42.62,48.89,37.70,90.91,86.96,13.04,15.79,4.40,4.00,6.67,1.64,4.44,6.56,76.32,67.62,35.56,19.67,75.00,83.33,1.917,1.600,35.56,42.62,50.00,38.46,23.08,26.09,1.500,1.813,1,0
38.89,53.52,44.44,52.11,75.00,83.78,10.00,20.59,5.44,3.82,11.11,8.45,0.00,8.45,63.69,64.33,27.78,29.58,60.00,61.90,1.333,1.462,50.00,40.85,44.44,51.72,0.00,47.62,2.000,1.800,3,1
47.73,49.28,45.45,47.83,75.00,81.82,25.00,19.44,4.50,4.69,11.36,4.35,9.09,2.90,63.79,73.84,18.18,39.13,87.50,59.26,1.429,1.500,50.00,40.58,54.55,53.57,14.29,21.43,1.400,1.818,4,1
35.71,53.33,35.71,53.33,70.00,87.50,16.67,14.29,4.60,4.25,3.57,4.44,7.14,2.22,79.79,78.21,21.43,31.11,50.00,57.14,1.667,2.125,35.71,44.44,30.00,50.00,33.33,54.55,1.375,2.400,1,0
71.43,52.17,64.29,50.00,88.89,78.26,40.00,26.09,4.67,2.64,7.14,2.17,0.00,15.22,68.94,53.49,50.00,28.26,71.43,61.54,2.000,1.625,42.86,36.96,83.33,58.82,0.00,37.50,1.000,1.333,2,1
50.00,66.67,50.00,58.82,86.67,83.33,13.33,42.86,4.38,3.44,6.67,13.73,6.67,1.96,66.29,74.43,30.00,43.14,55.56,81.82,1.200,1.778,50.00,33.33,60.00,64.71,16.67,41.67,1.800,1.667,3,1
57.14,63.64,59.52,62.50,84.00,89.09,17.65,21.21,5.21,4.72,4.76,9.09,7.14,2.27,79.03,79.00,33.33,36.36,71.43,93.75,1.600,1.833,35.71,28.41,66.67,64.00,30.77,32.26,1.667,1.450,4,1
64.29,50.00,55.71,50.00,89.74,71.43,32.26,28.57,3.72,4.33,5.71,4.76,4.29,4.76,66.06,67.67,35.71,33.33,72.00,50.00,1.611,1.714,40.00,40.48,67.86,52.94,47.06,45.45,2.125,1.833,1,1
49.45,40.00,54.95,46.00,76.00,69.57,17.07,14.81,4.41,4.05,7.69,2.00,5.49,10.00,72.50,69.63,26.37,30.00,70.83,53.33,1.824,1.375,38.46,30.00,45.71,40.00,37.50,30.00,1.611,1.786,2,1
50.60,58.62,50.60,58.62,83.33,73.53,17.07,37.50,3.97,4.00,9.64,12.07,7.23,3.45,64.01,75.71,27.71,43.10,60.87,72.00,1.429,1.778,42.17,32.76,45.71,57.89,48.00,35.71,1.667,2.000,3,1
57.59,70.00,54.14,70.00,84.71,85.71,25.56,33.33,4.29,8.00,6.55,0.00,2.76,0.00,74.94,73.81,29.31,20.00,75.29,100.00,1.656,1.500,47.24,70.00,56.20,57.14,38.24,100.00,1.676,0,1,0
53.47,38.46,53.98,50.00,84.29,69.23,17.32,7.69,4.34,4.73,6.43,3.85,4.37,3.85,77.61,86.55,31.36,42.31,70.49,72.73,1.686,1.750,44.99,26.92,58.86,14.29,20.65,12.50,1.621,1.333,2,1
52.55,64.71,56.93,58.82,75.64,80.00,22.03,42.86,4.66,7.75,2.19,0.00,1.46,0.00,76.92,82.05,21.17,5.88,65.52,100.00,1.789,2.000,56.20,52.94,59.74,66.67,22.58,57.14,1.435,1.333,1,1
60.20,50.00,61.69,58.70,87.10,74.07,16.88,15.79,4.55,3.67,7.46,8.70,3.98,8.70,71.06,69.96,26.37,32.61,79.25,66.67,2.048,1.900,46.77,36.96,61.70,35.29,38.89,50.00,1.655,1.333,4,0
52.11,42.86,53.52,42.86,85.53,77.78,13.64,16.67,4.17,4.70,9.86,4.76,6.34,4.76,70.18,83.67,35.21,38.10,62.00,50.00,1.935,2.000,38.73,19.05,60.00,75.00,27.03,22.22,1.815,1.429,2,0
58.33,61.11,54.17,61.11,84.62,81.82,27.27,28.57,4.25,4.30,0.00,0.00,8.33,2.78,89.06,82.64,37.50,27.78,77.78,50.00,1.571,2.400,33.33,44.44,62.50,62.50,28.57,70.00,1.750,1.333,1,1
41.67,49.18,50.00,44.26,70.83,77.78,12.50,26.47,3.86,4.65,4.17,4.92,6.25,4.92,73.10,77.41,33.33,36.07,75.00,68.18,1.500,1.867,31.25,37.70,40.00,39.13,11.76,37.50,1.400,1.600,2,1
41.46,59.57,46.34,59.57,73.68,82.14,13.64,26.32,5.67,5.50,9.76,17.02,9.76,0.00,61.67,78.98,21.95,19.15,55.56,77.78,1.400,1.571,48.78,53.19,45.00,60.00,25.00,46.15,2.143,1.833,3,1
63.64,54.55,66.67,54.55,90.91,75.00,9.09,30.00,3.89,6.71,3.03,0.00,6.06,0.00,75.42,81.78,33.33,9.09,90.91,50.00,2.000,2.000,48.48,54.55,56.25,58.33,33.33,50.00,1.750,1.250,1,1
47.37,28.13,50.88,50.00,75.86,50.00,17.86,6.25,5.50,6.43,8.77,3.13,8.77,3.13,61.92,80.76,24.56,21.88,71.43,85.71,1.400,2.167,47.37,40.63,51.85,23.08,18.75,0.00,2.000,1.727,3,1
56.07,47.06,53.44,60.78,84.05,67.74,23.94,15.00,4.27,5.00,6.56,1.96,2.95,0.00,75.19,92.13,29.84,35.29,74.73,61.11,1.662,1.273,45.90,37.25,55.00,57.89,35.14,14.29,1.762,1.889,1,0
56.52,45.83,63.29,47.92,80.92,65.22,14.47,28.00,3.62,4.50,7.25,0.00,5.31,0.00,73.77,89.44,30.92,37.50,67.19,66.67,1.721,1.167,42.03,31.25,55.17,40.00,46.43,26.67,1.778,1.300,2,1
50.67,53.97,50.67,53.97,76.32,79.41,24.32,24.14,4.54,5.50,10.67,14.29,2.67,1.59,61.08,77.04,22.67,20.63,76.47,84.62,1.846,1.636,56.00,50.79,47.62,53.13,31.25,33.33,1.778,1.636,3,1
58.45,46.15,61.64,47.44,84.44,72.97,16.67,21.95,4.55,4.75,7.31,5.13,4.11,6.41,72.77,75.16,28.31,24.36,77.42,63.16,1.979,1.667,45.21,42.31,58.59,42.42,37.93,38.46,1.594,2.214,4,1
55.60,40.00,62.07,45.71,81.25,87.50,13.64,0.00,3.72,4.78,6.90,8.57,5.60,8.57,74.94,59.20,29.74,20.00,68.12,71.43,1.745,1.600,42.67,45.71,54.55,37.50,43.75,25.00,1.788,1.875,2,1
51.61,27.91,52.69,51.16,77.55,45.45,22.73,9.52,4.38,5.88,9.68,4.65,2.15,2.33,58.36,75.89,21.51,27.91,80.00,75.00,1.813,1.778,51.61,39.53,50.00,17.65,32.00,0.00,1.857,1.692,3,1
45.28,42.86,54.72,61.90,62.07,61.54,25.00,12.50,3.88,4.71,5.66,0.00,3.77,0.00,82.44,96.88,35.85,38.10,68.42,50.00,1.615,1.000,45.28,38.10,37.50,62.50,20.00,0.00,1.429,1.750,1,0
34.09,53.33,38.64,55.56,70.59,84.00,11.11,15.00,2.43,5.06,4.55,6.67,20.45,6.67,48.92,79.23,27.27,33.33,50.00,60.00,1.667,1.889,38.64,33.33,41.18,60.00,13.33,40.00,1.455,2.125,2,0
50.98,44.83,54.90,50.00,82.14,75.86,13.04,13.79,4.41,6.67,5.88,10.34,7.84,1.72,77.79,67.39,35.29,25.86,83.33,66.67,2.000,1.700,35.29,39.66,44.44,43.48,20.00,30.00,1.455,2.538,3,1
33.33,50.00,38.89,54.17,71.43,80.77,9.09,13.64,3.40,5.33,5.56,6.25,16.67,6.25,48.21,83.09,27.78,22.92,40.00,54.55,1.000,1.667,44.44,41.67,37.50,45.00,20.00,52.94,1.333,1.714,4,0
56.25,55.32,56.25,61.70,77.78,82.76,28.57,11.11,4.00,4.71,0.00,8.51,0.00,0.00,90.91,73.52,25.00,27.66,75.00,53.85,2.000,2.000,68.75,42.55,54.55,70.00,0.00,35.71,1.000,1.714,2,1
44.44,58.82,51.85,58.82,85.71,90.00,0.00,14.29,3.25,4.83,11.11,11.76,11.11,0.00,63.24,80.56,33.33,41.18,55.56,71.43,1.800,1.600,40.74,29.41,45.45,60.00,28.57,40.00,2.400,1.500,3,0
33.33,37.50,16.67,25.00,100.00,100.00,20.00,16.67,4.00,4.90,16.67,12.50,16.67,6.25,75.00,81.67,16.67,31.25,0.00,40.00,0,1.500,50.00,31.25,66.67,60.00,0.00,16.67,2.000,1.000,4,1
53.35,44.44,53.07,33.33,84.74,88.89,17.86,22.22,4.36,5.25,5.87,7.41,4.47,3.70,77.25,73.25,29.89,44.44,70.09,66.67,1.747,1.625,46.09,37.04,60.00,30.00,19.77,20.00,1.613,2.000,2,0
59.07,50.00,61.14,50.00,87.29,77.14,14.67,22.86,4.55,5.04,7.25,5.71,4.15,5.71,71.42,77.21,25.39,24.29,77.55,64.71,2.000,1.545,47.67,44.29,60.87,45.16,38.46,45.45,1.607,2.100,4,1
49.61,54.67,54.26,56.00,84.29,80.95,8.47,21.21,4.16,5.32,9.30,8.00,6.98,4.00,70.36,79.31,32.56,33.33,57.14,60.00,1.750,2.000,39.53,36.00,58.82,59.26,27.78,43.48,1.846,2.333,2,1
52.77,65.52,53.56,60.34,83.74,88.57,17.05,30.43,4.33,3.80,6.07,8.62,4.49,5.17,77.40,65.59,30.34,39.66,68.70,78.26,1.722,1.611,45.65,34.48,58.96,60.00,20.88,53.33,1.631,1.667,2,1
50.52,58.82,57.73,55.88,76.79,89.47,14.63,20.00,4.48,5.10,8.25,8.82,2.06,2.94,73.86,83.33,30.93,44.12,70.00,73.33,1.667,1.364,42.27,32.35,56.10,45.45,19.23,50.00,1.765,1.500,3,1
30.77,50.00,46.15,50.00,66.67,70.59,0.00,29.41,3.57,5.00,0.00,0.00,0.00,0.00,88.54,69.17,23.08,20.59,33.33,57.14,1.000,1.750,38.46,58.82,20.00,55.00,40.00,28.57,2.333,1.600,1,1
51.85,37.84,54.81,40.54,85.14,70.00,11.48,15.91,4.16,3.19,10.37,2.70,6.67,16.22,70.14,54.71,34.07,27.03,60.87,50.00,1.893,2.100,39.26,39.19,60.38,41.38,27.78,24.00,1.846,1.706,2,1
47.37,37.50,47.37,55.00,88.89,59.09,10.00,11.11,3.88,5.00,0.00,0.00,10.53,0.00,72.44,94.44,42.11,37.50,75.00,53.33,1.833,1.125,26.32,32.50,20.00,46.15,33.33,8.33,1.500,1.625,1,0
58.82,47.92,55.88,35.42,86.84,88.24,23.33,25.81,3.73,4.76,7.35,6.25,7.35,6.25,63.27,78.10,35.29,35.42,79.17,64.71,1.579,1.727,32.35,37.50,59.09,38.89,36.36,38.46,1.462,1.625,2,0
50.00,53.85,59.52,46.15,68.00,94.44,23.53,19.05,4.00,4.31,4.76,5.13,2.38,5.13,72.94,80.51,45.24,35.90,52.63,64.29,1.900,1.667,38.10,51.28,56.25,45.00,28.57,60.00,1.400,3.500,1,0
40.86,19.35,46.24,25.81,76.74,75.00,10.00,0.00,3.40,4.11,6.45,3.23,12.90,16.13,69.75,71.39,27.96,19.35,69.23,33.33,1.667,1.500,37.63,38.71,34.29,16.67,25.00,15.38,1.435,1.778,2,0
41.18,33.33,47.06,53.33,70.83,50.00,14.81,14.29,4.27,5.17,11.76,6.67,7.84,6.67,62.00,63.33,27.45,26.67,35.71,50.00,2.000,1.000,50.98,46.67,46.15,28.57,36.36,25.00,1.857,1.333,3,0
51.39,54.84,56.94,58.06,73.17,83.33,22.58,15.38,4.58,2.91,5.56,3.23,6.94,6.45,52.82,69.17,31.94,32.26,60.87,90.00,1.929,1.444,41.67,32.26,46.67,50.00,47.37,27.27,1.625,2.250,3,0
58.82,37.50,61.76,58.33,85.71,64.29,15.38,0.00,4.95,5.20,5.88,4.17,1.47,4.17,81.87,81.58,35.29,29.17,91.67,71.43,1.864,1.600,27.94,29.17,52.63,42.86,32.00,10.00,1.375,1.778,4,1
40.00,56.76,48.57,48.65,52.94,88.89,27.78,26.32,4.08,4.25,5.71,0.00,2.86,2.70,83.18,67.90,34.29,35.14,66.67,76.92,2.000,1.500,34.29,37.84,8.33,64.29,45.45,20.00,1.500,2.286,1,0
36.67,55.56,44.17,55.56,73.58,86.00,7.46,17.50,3.38,4.87,6.67,11.11,12.50,2.22,66.36,69.21,27.50,28.89,63.64,80.77,1.571,1.905,39.17,38.89,29.79,60.00,22.50,27.59,1.607,1.600,2,0
42.00,63.64,52.00,59.09,65.38,80.77,16.67,38.89,4.45,3.63,4.00,13.64,6.00,2.27,76.72,72.01,36.00,45.45,61.11,80.00,1.636,1.813,40.00,27.27,35.00,58.33,25.00,41.67,1.667,1.667,3,0
